,Ax,Ay,Az,Gx,Gy,Gz,Label
0,0.6365425051801789,-0.2946546491094195,-1.7298324585523208,0.10392085394671176,0.08231162107983962,-0.12826039376794673,0
1,-0.7840056444900082,1.2484163244735835,-1.4612002257650614,1.0638874166210948,0.2490229129625394,0.1853563269515328,0
2,-0.5169092796650862,1.275735949677709,-1.4236584541022457,0.7489245653422397,0.20987101865675384,0.19022615180742533,0
3,-0.4252993906160037,1.310861182083013,-1.401133391104556,0.5294557700362289,0.15303762369674254,0.12497049873846533,0
4,-0.3824687931385106,1.2942742667805085,-1.4553603946175122,0.3686236757661752,0.18587469634030465,-0.01917631699595385,0
5,-0.4847863315569663,1.2981770703810978,-1.4929021662803281,0.19606424128893,0.2692303422816545,-0.15650537793212346,0
6,-0.6995341883538413,1.2967135190308767,-1.572157017568495,-0.0703139148458464,0.12904130138029335,-0.13410418359501772,0
7,-0.7167854012267204,1.2425621190727,-1.397796344734528,-0.1741846423952561,-0.1096589574517541,-0.059108880814272666,0
8,-0.7007239271726605,1.2420742686226265,-1.3302211557414596,-0.20601599438620424,0.005270796800713201,0.03341779144768557,0
9,-0.60613969107653,1.2313415587210057,-1.1967393009403366,-0.1473792933502471,-0.07555892047574732,0.05581898578479125,0
10,-0.5478424889543867,1.2098761389177644,-1.166705883610084,-0.14067795608899492,-0.07429595614330263,0.035365721390042584,0
11,-0.5204784961215438,1.2532948289743204,-1.2718228442659685,-0.09711926389085536,-0.12986638677086926,-0.029889931678917438,0
12,-0.6126832545800359,1.2254873533201216,-1.1383409894648453,-0.08036592073772475,-0.13112935110331395,-0.07469232035312881,0
13,-0.5490322277732059,1.2293901569207109,-1.2518005660457998,-0.1038206011521076,-0.07555892047574732,-0.08930179492080642,0
14,-0.6531343744198904,1.2210966992694583,-1.2951821688561649,-0.20601599438620424,-0.01872552551573604,-0.1097550593155551,0
15,-0.8286208501957302,1.2489041749236576,-1.3577517882941912,-0.3467440768725012,-0.1134478504490882,-0.02112424693831087,0
16,-0.7851953833088274,1.2245116524199742,-1.2409551653432085,-0.5946935555388339,-0.134918244100648,0.14639772810439253,0
17,-1.0915531291547849,1.2137789425183536,-1.4837252887627508,-0.8376170312592275,0.0305300834496071,0.45611858893915797,0
18,-1.2985676836293347,1.253782679424394,-2.092736251292874,-1.6551801771320007,0.6468566776826186,1.0590029060986543,0
19,-1.365193057483213,1.0488854903934548,-1.7173185346647155,-2.6469780917973322,1.1432016603333837,1.7222730514712183,0
20,-0.9107128286942584,0.7810555933030124,-1.1733799763501402,-3.4729179092466698,0.8337753988844334,2.6202687548978023,0
21,-0.27360769121654904,0.698608867240563,-0.1497410023440292,-3.595217314264524,1.0939460513680406,2.9932973388591715,0
22,0.7412395212362729,0.6839733537383531,0.1589357868835674,-3.5181519357601223,1.0169052270889145,2.5871539458777333,0
23,0.8947158288639566,0.6932425122897528,1.0507614292735694,-2.682160112418906,0.7226345376293004,2.034915807219519,0
24,0.5336300973523136,0.5361546673660325,1.4236763611242065,-1.7858562537264189,0.6493826063475078,1.4670942290224491,0
25,1.1243354208960723,0.7415397068470456,1.2876917215455626,-0.6968889487729305,0.08231162107983962,1.0171224123379785,0
26,0.9631258109460636,0.7464182113477822,1.1149995718966101,-0.026755222647706856,0.7996753619084266,0.872001631632381,0
27,1.1148175103455182,0.8752107301672298,0.6795150206079466,0.005076129343241261,-0.3079443576455713,0.6051352295294696,0
28,1.3331345835988508,0.9732686706320366,0.7128854843082273,0.05031015585669388,-0.4645519348687136,-0.07177042543959328,0
29,0.9024491311862818,1.0474219390432338,0.3458103836051394,0.12570020004578153,-0.15259974475487378,-0.036707686477167004,0
