,Ax,Ay,Az,Gx,Gy,Gz,Label
0,0.019068058212987,-0.30294810676067185,0.6820178053854676,1.048809407783277,0.7782049682568671,-0.9025625458548604,0
1,-0.3777098378632336,-0.17757054109173984,0.5376905498817535,0.9834713694860678,1.2530795572560725,-0.8860051413448259,0
2,-0.6007858663918434,-0.05658362947347088,0.3783465857129131,0.5730144622343685,1.436209385460553,-0.7915305391405106,0
3,-0.8488464101156574,0.033668703790157205,0.28073797938959194,0.3568963355589837,1.4551538504472237,-0.5743363505677034,0
4,-1.002322717743341,0.061964029894429784,0.3132741814973657,0.4590917287930804,1.1848794833040588,-0.26753738464647336,0
5,-1.0392046211267378,0.11562757940253295,0.6886918981255238,0.6802358584144041,1.1874054119689479,-0.15650537793212346,0
6,-0.9006000487342949,0.04684066594214617,0.5410275962517815,0.7958339261710051,1.0800534437111489,-0.11754677908498315,0
7,-0.8036363350005259,-0.0829275537774488,0.32495384379246395,0.7623272398647439,1.1381498030036052,-0.11462488417144764,0
8,-0.8119645067322606,-0.06536493757479685,-0.15307804871405728,0.4105070336490016,1.0939460513680406,-0.23637050556876116,0
9,-1.16293745828394,-0.05170512497273423,-0.047961088058173035,0.08884284510889423,1.1709868756471669,-0.3113658083495062,0
10,-1.388987833859598,-0.06634063847494419,-0.16892901897169066,-0.10214526683679452,0.6089677477092776,-0.20520362649104884,0
11,-1.4288440842900432,-0.1463481122870253,-0.15641509508408535,-0.15910663355743854,0.2490229129625394,-0.09709351469023447,0
12,-1.5139104098356193,-0.18049764379218186,-0.06881762787084847,-0.08706725799897701,-0.03893295483485116,0.11912670891139425,0
13,-2.18135388719322,-0.2561144635536,0.4734524072587131,0.3183636463067833,0.028004154784717718,0.9323874598454482,0
14,-2.811915461167424,0.015618237137431587,0.5118284405140361,0.7472492310269264,-0.9823673111710388,2.2219170816857923,0
15,-2.2830765562022663,0.2712518729760322,0.3516502147526885,1.0354067332607728,-1.5696457257578225,3.1686110336713034,0
16,-1.7203300949007596,0.4332182224004891,0.2423619461342692,1.1158227803957996,-2.535813440078014,4.0315439981354615,0
17,-0.5240477125780016,0.3668705611904706,-0.3382841222506153,1.1225241176570515,-3.2178141795981503,4.1698470240428085,0
18,0.5925221688838666,0.4063864476464375,-0.5401754276373136,1.0906927656661038,-2.6520061586629256,4.025700208308391,0
19,1.2688886873826113,0.4580985953542461,-0.7262157627663786,0.8745746389907191,-1.80582005592498,3.6672810989146982,0
20,1.7263432632186138,0.37857897199223856,-0.9130903594879506,0.7120672104053523,-0.948267274195032,2.9913494089168133,0
21,2.386648307663299,0.32686682428443004,-0.6519664810332539,0.16925889224392107,-0.25363689135044937,1.916092080735741,0
22,2.25756164582141,0.4546836422037304,-0.3482952613606995,-0.2931333787824833,0.12651537271540395,0.8593400870070602,0
23,2.0487624831186317,0.5498144799680951,0.231516545431678,-0.1674833051340039,-0.08313670647041549,0.19509597666331785,0
24,1.65317432586123,0.8059359662567693,0.03379654800751472,0.07544017058638976,0.1113598007260676,0.08406396994896798,0
