,Ax,Ay,Az,Gx,Gy,Gz,A,G,Label
0,0.6343745881112429,0.13398262700710714,0.5942507068803016,0.5514950166112956,0.5568999345977763,0.5261654135338346,0.3287463420061951,0.01666408737508454,0
1,0.6667984710689338,0.12055804158989207,0.6161639962299718,0.5224252491694352,0.4954218443427077,0.5371428571428571,0.33751796900977593,0.059312387398975014,0
2,0.6820877817319099,0.15609370887075547,0.6201696512723845,0.5357142857142857,0.5163505559189013,0.521203007518797,0.3358667628528294,0.02687781128408517,0
3,0.663898774219059,0.152145301395104,0.6319509896324222,0.5312846068660022,0.5330281229561805,0.5240601503759399,0.3525726378432391,0.02508330877195762,0
4,0.6757611704230921,0.15372466438536456,0.6401979264844486,0.5406976744186046,0.5192936559843034,0.521203007518797,0.3568356152697392,0.021914607881422632,0
5,0.6807697377092395,0.13240326401684654,0.6260603204524033,0.5409745293466223,0.5497056899934598,0.518045112781955,0.3424045291338275,0.012624354608867768,0
6,0.6760247792276262,0.16741247696762307,0.6083883129123469,0.5376522702104097,0.552648790058862,0.5172932330827068,0.3261832261385848,0.01653191202289701,0
7,0.6922367207064716,0.16688602263753619,0.6399622997172478,0.5329457364341085,0.5683453237410072,0.5248120300751881,0.3523710861063177,0.03067338915230812,0
8,0.6522999868195598,0.13687812582258488,0.6411404335532517,0.553156146179402,0.5313930673642905,0.5356390977443609,0.3656520224322908,0.030748270553402107,0
9,0.6291024120205615,0.1484601210844959,0.6625824693685203,0.5960686600221483,0.5758665794637018,0.5452631578947369,0.3948935447853668,0.06561247777643968,0
10,0.6611308817714512,0.17162411160831798,0.5666823751178134,0.5980066445182723,0.6334205362982341,0.5684210526315789,0.2912680751161634,0.12288375034410397,0
11,0.6524317912218268,0.20242168991839957,0.5546654099905749,0.5562015503875969,0.6651406147809026,0.5666165413533835,0.28380331400676945,0.1324008998923299,0
12,0.6433372874654013,0.21584627533561462,0.560320452403393,0.5174418604651162,0.6180510137344669,0.552781954887218,0.29348453831423077,0.0944425047429975,0
13,0.6449189402926058,0.17399315609370888,0.6175777568331763,0.4867109634551494,0.7043819489862655,0.5458646616541354,0.34570538274040824,0.15691927506168032,0
14,0.5927243969948597,0.17846801789944722,0.5893025447690857,0.4936323366555924,0.6245912361020275,0.5476691729323309,0.34541729152399064,0.10411831138026617,0
15,0.5912745485699222,0.1708344301131877,0.5614985862393967,0.47868217054263557,0.6265533028122957,0.5475187969924813,0.32094036556352246,0.11415372857510539,0
16,0.6334519572953736,0.18083706238483813,0.5605560791705938,0.45764119601328895,0.4607586657946371,0.5431578947368421,0.297124869423363,0.12459844524805465,0
17,0.6016870963490181,0.11292445380363253,0.7747408105560791,0.514673311184939,0.4574885546108568,0.5338345864661654,0.5134737556451551,0.08372119757858162,0
18,0.6570449453011731,0.14398525927875758,0.588124410933082,0.5465116279069767,0.5369522563767168,0.5111278195488722,0.31340677750490437,0.011365106835600595,0
19,0.6016870963490181,0.15188207423006053,0.5975494816211122,0.5484496124031008,0.5323741007194245,0.5117293233082707,0.3478770270946729,0.011089441861382532,0
20,0.6323975220772374,0.1489865754145828,0.6088595664467483,0.5473421926910298,0.46958796599084374,0.521203007518797,0.3429580452273448,0.05790004170981143,0
21,0.6432054830631343,0.1489865754145828,0.6246465598491989,0.5467884828349944,0.5310660562459124,0.5151879699248121,0.35322949425173783,0.009947194483737733,0
22,0.6235666271253459,0.1450381679389313,0.6123939679547596,0.5442967884828349,0.5444735120994114,0.5142857142857143,0.3504276459587327,0.009279265293322493,0
23,0.6262027151706867,0.14924980257962622,0.6121583411875589,0.5415282392026578,0.5183126226291693,0.5193984962406015,0.3488803481138573,0.021317360399004212,0
24,0.6380651113747199,0.13661489865754145,0.6093308199811499,0.5440199335548173,0.5209287115761936,0.5169924812030076,0.341214240074624,0.017757564251269984,0
25,0.6337155660999078,0.16425375098710188,0.6105089538171536,0.5409745293466223,0.5389143230869851,0.5160902255639098,0.34375404338162896,0.011835737126570944,0
26,0.627125345986556,0.15135561989997368,0.6041470311027333,0.5459579180509413,0.5330281229561805,0.5139849624060151,0.3409199824542574,0.01025449262517912,0
27,0.6192170818505338,0.14635430376414846,0.5944863336475024,0.5401439645625691,0.5202746893394375,0.5189473684210527,0.3358397304874287,0.020804413026481016,0
28,0.6321339132727033,0.14767043958936563,0.6163996229971724,0.5423588039867109,0.526160889470242,0.5165413533834586,0.3501772475626259,0.01554662337374822,0
29,0.6296296296296297,0.15030271123979994,0.6095664467483506,0.5387596899224806,0.5281229561805102,0.517593984962406,0.344850813392769,0.017304300414632396,0
30,0.6316066956636351,0.15109239273493025,0.6107445805843544,0.5409745293466223,0.5310660562459124,0.5166917293233083,0.34504588161216015,0.014129767379445796,0
31,0.6309476736523,0.14609107659910503,0.6036757775683318,0.5409745293466223,0.5366252452583389,0.5163909774436091,0.3388081909844001,0.012243706765505994,0
32,0.6301568472386978,0.14951302974466965,0.615928369462771,0.5420819490586931,0.5310660562459124,0.5174436090225564,0.3505882723460231,0.013189536168544052,0
33,0.6287069988137604,0.14924980257962622,0.6050895381715363,0.5406976744186046,0.5320470896010464,0.5554887218045114,0.3411004758230207,0.06787240264519698,0
34,0.6296296296296297,0.14635430376414846,0.6048539114043355,0.5418050941306755,0.5317200784826684,0.5163909774436091,0.34050978248575814,0.013176746713181916,0
35,0.6316066956636351,0.14924980257962622,0.6090951932139491,0.5434662236987817,0.5317200784826684,0.5160902255639098,0.343529713742819,0.011847271367509807,0
36,0.6312112824568341,0.14793366675440905,0.6189915174363808,0.5426356589147286,0.5313930673642905,0.5169924812030076,0.35301662079306567,0.012573651052680192,0
37,0.6292342164228285,0.14872334824953934,0.6008482563619227,0.5415282392026578,0.5317200784826684,0.47864661654135343,0.3368956397944263,0.06799248284940036,0
38,0.6302886516409648,0.1500394840747565,0.6057964184731386,0.54125138427464,0.5284499672988882,0.5160902255639098,0.34102136845311964,0.015209148309555564,0
39,0.6331883484908396,0.14319557778362726,0.6204052780395853,0.5431893687707641,0.5300850228907783,0.5162406015037594,0.3535675658280176,0.012834383184857403,0
40,0.6312112824568341,0.1500394840747565,0.6133364750235627,0.5418050941306755,0.5219097449313277,0.5169924812030076,0.347672662209154,0.018472367634754742,0
